642.749	0
0	0
23.236	-7.711
49.043	-7.678
75.371	-11.256
87.77	-20.53
101.732	-40.642
116.214	-64.365
126.564	-84.997
140.526	-105.108
149.834	-118.515
164.803	-120.045
178.732	-114.349
200.406	-111.223
226.212	-111.19
248.407	-111.678
266.989	-112.685
286.092	-117.306
309.329	-125.018
325.339	-133.771
341.872	-146.137
361.496	-154.37
381.641	-166.214
398.174	-178.58
417.797	-186.813
441.555	-198.137
464.269	-202.236
491.118	-209.427
510.742	-217.66
530.366	-225.893
550.51	-237.738
570.655	-249.582
591.842	-268.652
605.803	-288.763
618.723	-301.649
634.215	-306.791
656.93	-310.89
674.991	-308.286
699.235	-297.416
716.255	-287.587
733.274	-277.758
754.427	-271.021
771.447	-261.192
788.466	-251.364
813.232	-244.105
834.385	-237.368
852.446	-234.764
870.508	-232.16
892.702	-232.647
915.418	-236.746
938.132	-240.846
957.235	-245.466
973.247	-254.22
992.871	-262.452
1015.587	-266.552
1039.865	-281.488
1059.488	-289.721
1082.725	-297.432
1108.01	-293.787
1136.909	-289.62
1154.449	-283.403
1174.56	-269.441
1187.446	-256.522
1208.078	-246.172
1226.661	-247.18
1255.559	-243.013
1281.366	-242.98
1298.906	-236.763
1320.059	-230.025
1345.866	-229.992
1371.151	-226.347
1400.05	-222.18
1423.773	-207.697
1448.017	-196.827
1467.087	-175.641
1482.544	-154.974
1493.869	-131.218
1501.06	-104.369
1507.73	-73.908
1508.737	-55.326
1513.357	-36.223
1522.632	-23.824
1536.04	-14.516
1560.804	-7.258
1585.57	0
0	0
10.895	-11.003
21.79	-22.005
40.038	-22.094
50.933	-33.097
65.424	-55.066
72.652	-69.7
94.513	-77.107
120.025	-84.531
141.923	-84.639
167.487	-81.114
193.034	-81.239
218.582	-81.364
244.129	-81.489
269.658	-85.265
287.906	-85.354
313.417	-92.778
331.629	-100.167
353.491	-107.574
371.685	-118.611
389.879	-129.649
408.074	-140.688
429.989	-137.146
448.29	-126.287
462.943	-115.409
481.226	-108.2
499.474	-108.289
525.022	-108.414
546.901	-112.171
568.816	-108.629
583.451	-101.401
598.12	-86.874
612.755	-79.647
634.706	-68.806
645.726	-54.26
660.414	-36.084
678.716	-25.225
686.068	-14.312
700.721	-3.434
715.354	3.793
744.533	0
0	0
0.503	29.421
-0.858	55.702
4.647	86.395
6.423	110.813
7.607	127.092
23.205	139.05
34.393	157.874
46.172	184.837
56.088	208.663
67.276	227.487
74.734	240.036
93.469	250.128
114.069	263.358
127.803	272.179
152.813	278.542
175.957	281.768
195.966	286.859
220.383	285.084
241.665	285.172
264.81	288.398
289.227	286.622
308.644	283.573
328.74	267.384
345.7	253.058
366.389	245.008
383.94	238.822
400.899	224.497
407.263	199.487
407.35	178.206
408.032	165.065
420.581	157.607
432.538	142.009
434.492	123.866
441.448	106.995
445.946	78.847
442.897	59.432
436.712	41.88
441.802	21.872
450.03	0
0	0
11.824	9.998
26.675	12.418
40.919	7.563
56.379	17.257
68.203	27.254
80.332	40.888
89.127	58.465
101.255	72.099
119.44	70.578
138.538	79.967
150.361	89.965
164.909	88.747
183.094	87.225
205.524	92.673
217.043	99.033
239.169	100.845
250.079	99.932
268.569	102.047
283.725	108.103
301.91	106.582
319.79	101.423
333.729	92.932
355.551	91.106
384.95	92.308
403.744	98.06
418.595	100.48
427.087	114.418
442.243	120.475
453.762	126.836
468.31	125.619
482.553	120.764
500.129	111.969
518.314	110.447
539.527	101.346
557.102	92.551
574.374	80.118
591.951	71.323
598.311	59.804
612.554	54.95
628.015	64.642
647.417	77.669
658.936	84.029
678.338	97.056
693.798	106.749
715.316	101.286
736.833	95.822
758.351	90.36
775.622	77.927
789.561	69.437
803.196	57.308
820.467	44.876
837.434	28.806
851.373	20.315
865.312	11.824
875.31	0
0	0
-2.834	28.363
2.142	49.054
7.12	69.744
17.303	85.32
37.902	90.665
53.293	101.126
73.892	106.472
92.025	98.891
110.204	86.149
128.291	83.73
148.982	78.753
164.557	68.569
190.455	58.478
216.354	48.386
234.486	40.805
260.247	46.197
280.844	51.543
298.794	64.607
316.696	82.832
326.834	103.569
331.857	119.098
347.295	124.397
362.731	129.697
378.123	140.157
393.606	140.295
416.9	132.761
434.942	135.504
452.982	138.245
471.07	135.825
494.41	123.13
510.032	107.785
528.211	95.043
543.879	74.537
554.339	59.146
562.289	35.99
567.634	15.391
578.094	0
0	0
5.353	14.529
13.765	22.431
23.706	27.019
41.549	23.195
50.98	11.471
57.098	-1.785
68.314	-8.667
79.529	-15.55
92.785	-9.432
96.353	0.255
101.706	14.784
113.431	24.215
127.96	18.862
132.549	8.921
145.039	-9.431
154.471	-21.157
167.215	-31.353
181.745	-36.706
201.372	-35.687
217.685	-36.197
235.784	-31.862
256.941	-34.157
276.568	-33.138
291.097	-38.49
308.94	-42.314
330.097	-44.608
349.724	-43.589
367.567	-47.412
385.411	-51.235
405.039	-50.216
429.508	-50.98
453.725	-59.902
479.979	-55.824
502.92	-53.275
524.332	-47.412
545.489	-49.706
565.116	-48.687
581.429	-49.196
588.312	-37.981
596.979	-21.922
618.136	-24.216
632.919	-21.412
651.018	-17.078
669.116	-12.746
679.311	0
0	0
11.094	10.166
24.202	23.377
26.163	39.58
31.168	53.771
36.173	67.962
43.192	85.197
54.286	95.363
65.381	105.529
80.552	108.625
96.755	106.664
111.979	96.601
126.169	91.596
142.373	89.634
157.544	92.731
174.728	98.872
186.855	103.981
203.007	115.179
220.191	121.319
240.419	125.448
255.59	128.544
272.825	121.526
280.979	107.386
287.12	90.203
306.367	86.229
321.539	89.325
333.666	94.434
350.85	100.575
371.078	104.703
386.25	107.799
404.465	108.883
425.727	107.954
442.962	100.936
465.254	94.951
488.579	83.907
503.802	73.844
512.936	67.807
528.107	70.903
540.234	76.012
562.526	70.025
585.851	58.983
608.143	52.997
634.462	53.1
661.811	48.147
681.059	44.173
687.2	26.989
698.398	10.837
718.678	1.806
737.926	-2.167
757.174	-6.14
774.357	0
0	0
20.083	-11.378
43.145	-15.158
68.649	-21.648
91.443	-30.583
116.413	-47.383
138.673	-66.625
158.489	-83.158
176.129	-91.825
196.479	-98.048
219.54	-101.829
240.158	-102.898
258.6	-96.101
287.083	-94.994
312.855	-96.33
330.494	-104.997
342.98	-113.397
360.886	-116.91
381.504	-117.979
399.411	-121.492
408.918	-137.49
402.694	-157.84
406.78	-178.726
405.711	-199.343
410.064	-215.073
428.237	-213.431
449.122	-209.346
467.564	-202.551
488.716	-193.31
504.981	-178.649
518.803	-161.276
537.778	-144.171
559.733	-119.468
578.976	-97.209
587.375	-84.724
608.795	-70.329
630.482	-50.781
651.902	-36.387
665.189	-29.323
679.01	-11.951
697.718	0
0	0
18.585	0.945
33.027	-1.187
51.612	-0.242
69.665	-2.908
84.107	-5.04
102.159	-7.706
120.211	-10.371
140.808	-20.791
158.861	-23.456
172.77	-29.199
186.145	-38.552
199.522	-47.905
211.83	-64.48
224.674	-77.444
237.516	-90.408
249.293	-110.593
259.058	-119.413
271.9	-132.377
288.886	-142.263
301.73	-155.227
314.573	-168.191
335.169	-178.61
356.299	-185.419
381.039	-192.761
399.092	-195.427
421.287	-195.015
440.94	-186.849
457.513	-174.539
477.165	-166.373
490.662	-149.92
498.005	-125.18
504.28	-107.661
511.089	-86.531
514.288	-64.868
521.097	-43.738
523.763	-25.685
537.259	-9.232
549.69	0
0	0
22.026	2.764
43.759	-1.766
65.492	-6.295
90.724	-14.619
108.663	-22.648
126.309	-37.97
143.806	-56.939
161.45	-72.262
186.535	-84.233
215.561	-89.056
248.087	-97.675
273.613	-98.705
299.435	-92.441
329.049	-82.68
351.371	-72.623
377.486	-59.066
403.601	-45.51
425.923	-35.453
444.892	-17.955
464.009	3.189
486.771	24.186
512.299	23.156
537.53	14.832
570.203	9.861
596.024	16.124
621.846	22.387
651.166	24.856
672.751	16.68
702.071	19.15
727.451	14.472
753.272	20.735
789.297	8.323
814.53	0
0	0
12.585	13.214
32.596	39.516
50.214	58.016
72.867	81.802
90.486	100.301
108.105	118.802
128.241	139.944
145.985	153.284
163.604	171.784
186.383	190.41
204.128	203.75
227.032	217.216
249.936	230.681
275.484	241.631
293.229	254.971
308.582	260.508
334.256	266.297
360.054	266.927
383.337	264.913
401.459	262.774
427.636	247.923
456.33	235.716
479.989	218.223
501.006	203.246
524.666	185.754
540.523	170.652
566.699	155.802
585.073	143.342
608.733	125.85
616.913	107.979
632.77	92.877
645.984	80.292
662.093	54.871
675.308	42.286
688.522	29.701
704.253	19.758
719.984	9.817
740.875	0
0	0
14.689	-3.265
29.379	-6.529
47.332	-3.264
68.551	-9.793
86.504	-14.69
104.458	-11.425
119.148	-14.689
138.733	-16.322
156.688	-13.057
173.009	-4.897
192.595	1.632
208.916	9.793
230.134	11.425
249.721	17.954
266.042	26.114
288.893	31.011
308.479	29.379
329.697	31.011
350.915	32.643
377.03	27.746
401.512	19.586
422.73	21.218
443.948	22.851
465.166	24.482
486.385	26.114
509.235	31.011
532.085	27.746
558.199	22.85
584.314	17.954
605.532	11.425
623.486	6.529
643.072	4.897
661.026	0
